?shelfmark	?item	?manifestation	?bundle	?rvk
AA 600/5	<http://data.ub.tu-dortmund.de/resources/item:52537154>	<http://lobid.org/resources/HT000171397>	<http://data.ub.tu-dortmund.de/resource/cg/wrk_bundle/109803>	<http://data.ub.tu-dortmund.de/resource/rvko/AH26080>
AA 600/5	<http://data.ub.tu-dortmund.de/resources/item:52537154>	<http://lobid.org/resources/HT000171397>	<http://data.ub.tu-dortmund.de/resource/cg/wrk_bundle/109803>	<http://data.ub.tu-dortmund.de/resource/rvko/FN2501>
AA 600/5	<http://data.ub.tu-dortmund.de/resources/item:52537154>	<http://lobid.org/resources/HT000171397>	<http://data.ub.tu-dortmund.de/resource/cg/wrk_bundle/109803>	<http://data.ub.tu-dortmund.de/resource/rvko/FN2571>
AA 600/5	<http://data.ub.tu-dortmund.de/resources/item:52537154>	<http://lobid.org/resources/HT000171397>	<http://data.ub.tu-dortmund.de/resource/cg/wrk_bundle/109803>	<http://data.ub.tu-dortmund.de/resource/rvko/GB1498>
AA 600/5	<http://data.ub.tu-dortmund.de/resources/item:52537154>	<http://lobid.org/resources/HT000171397>	<http://data.ub.tu-dortmund.de/resource/cg/wrk_bundle/109803>	<http://data.ub.tu-dortmund.de/resource/rvko/HE309>
AA 600/5	<http://data.ub.tu-dortmund.de/resources/item:52537154>	<http://lobid.org/resources/HT000171397>	<http://data.ub.tu-dortmund.de/resource/cg/wrk_bundle/109803>	<http://data.ub.tu-dortmund.de/resource/rvko/ND3250>
